timestamp,event_name,zone,zone_capacity,tickets_sold,live_count,avg_entry_rate,weather,artist_popularity,day_of_week,time_to_show_mins,predicted_count,congestion_level
2025-02-10 18:33,PPop Live,East Block 1,3000,2900,812,40,cloudy,9,Tuesday,27,899,0
2025-02-10 18:34,PPop Live,VIP,1500,1500,412,53,clear,10,Thursday,26,488,0
2025-02-10 18:35,PPop Live,VIP Tables,200,180,140,40,clear,10,Tuesday,25,160,2
2025-02-10 18:36,PPop Live,East Block 1,3000,2900,802,72,clear,9,Sunday,24,837,0
2025-02-10 18:37,PPop Live,Level 1,7000,6800,3749,41,rainy,9,Wednesday,23,3932,1
2025-02-10 18:38,PPop Live,Terrace A,2000,1800,1437,40,clear,8,Tuesday,22,1460,2
2025-02-10 18:39,PPop Live,Level 3,9000,7900,6118,75,cloudy,8,Monday,21,6300,2
2025-02-10 18:40,PPop Live,Level 2,8000,7200,4176,67,cloudy,7,Wednesday,20,4326,1
2025-02-10 18:41,PPop Live,Level 3,9000,7900,2797,31,clear,10,Wednesday,19,2825,0
2025-02-10 18:42,PPop Live,Terrace B,2000,1800,972,49,clear,10,Sunday,18,1167,1
2025-02-10 18:43,PPop Live,VIP Tables,200,180,72,5,clear,7,Sunday,17,200,3
2025-02-10 18:44,PPop Live,Fan Zone Left,2500,2400,7,59,cloudy,10,Friday,16,149,0
2025-02-10 18:45,PPop Live,Level 3,9000,7900,4842,63,cloudy,10,Saturday,15,5024,1
2025-02-10 18:46,PPop Live,West Block,4000,3500,629,68,rainy,9,Thursday,14,768,0
2025-02-10 18:47,PPop Live,HSBC Starstruck Pit,800,800,258,73,rainy,7,Saturday,13,346,1
2025-02-10 18:48,PPop Live,Level 2,8000,7200,3571,57,cloudy,9,Tuesday,12,3767,1
2025-02-10 18:49,PPop Live,East Block,4000,3600,1096,48,clear,10,Saturday,11,1169,0
2025-02-10 18:50,PPop Live,Terrace B,2000,1800,1636,56,cloudy,7,Saturday,10,1717,2
2025-02-10 18:51,PPop Live,Level 3,9000,7900,3859,60,cloudy,10,Tuesday,9,3926,1
2025-02-10 18:52,PPop Live,Terrace A,2000,1800,143,5,rainy,9,Thursday,8,300,0
2025-02-10 18:53,PPop Live,VIP Tables,200,180,160,63,cloudy,9,Sunday,7,200,3
2025-02-10 18:54,PPop Live,Fan Zone Left,2500,2400,362,71,rainy,8,Monday,6,419,0
2025-02-10 18:55,PPop Live,Fan Zone Right,2500,2400,287,15,cloudy,7,Tuesday,5,346,0
2025-02-10 18:56,PPop Live,Level 3,9000,7900,3160,56,rainy,9,Friday,4,3289,0
2025-02-10 18:57,PPop Live,Level 1,7000,6800,3697,17,clear,7,Friday,3,3787,1
2025-02-10 18:58,PPop Live,West Block 1,3000,2900,2462,31,cloudy,10,Friday,2,2586,2
2025-02-10 18:59,PPop Live,VIP,1500,1500,637,43,rainy,8,Wednesday,1,676,1
2025-02-10 19:00,PPop Live,East Block,4000,3600,3565,32,clear,9,Sunday,0,3598,2
2025-02-10 19:01,PPop Live,Level 3,9000,7900,6896,36,cloudy,10,Monday,0,7071,2
2025-02-10 19:02,PPop Live,East Block 1,3000,2900,2264,34,clear,8,Sunday,0,2418,2
2025-02-10 19:03,PPop Live,East Block 1,3000,2900,201,67,cloudy,8,Thursday,0,260,0
2025-02-10 19:04,PPop Live,Level 3,9000,7900,337,29,rainy,10,Saturday,0,368,0
2025-02-10 19:05,PPop Live,HSBC Starstruck Pit,800,800,109,64,cloudy,7,Friday,0,173,0
2025-02-10 19:06,PPop Live,East Block,4000,3600,3335,39,clear,8,Tuesday,0,3446,2
2025-02-10 19:07,PPop Live,West Block,4000,3500,1901,61,rainy,9,Saturday,0,1971,1
2025-02-10 19:08,PPop Live,East Block 1,3000,2900,2027,73,rainy,9,Monday,0,2174,2
2025-02-10 19:09,PPop Live,West Block 1,3000,2900,784,63,clear,7,Tuesday,0,948,0
2025-02-10 19:10,PPop Live,Level 3,9000,7900,130,38,rainy,8,Tuesday,0,268,0
2025-02-10 19:11,PPop Live,Fan Zone Right,2500,2400,1811,43,cloudy,8,Saturday,0,1967,2
2025-02-10 19:12,PPop Live,Level 3,9000,7900,5590,58,cloudy,9,Monday,0,5658,1
2025-02-10 19:13,PPop Live,West Block,4000,3500,2270,51,clear,7,Monday,0,2301,1
2025-02-10 19:14,PPop Live,West Block 1,3000,2900,2806,33,rainy,9,Wednesday,0,2927,3
2025-02-10 19:15,PPop Live,East Block,4000,3600,1109,45,cloudy,7,Friday,0,1241,0
2025-02-10 19:16,PPop Live,Terrace A,2000,1800,1784,58,cloudy,8,Monday,0,1826,3
2025-02-10 19:17,PPop Live,Fan Zone Right,2500,2400,1058,57,clear,10,Saturday,0,1128,1
2025-02-10 19:18,PPop Live,Level 3,9000,7900,5323,74,cloudy,8,Friday,0,5406,1
2025-02-10 19:19,PPop Live,East Block 1,3000,2900,2433,32,rainy,7,Saturday,0,2519,2
2025-02-10 19:20,PPop Live,VIP,1500,1500,1295,76,clear,10,Thursday,0,1365,3
2025-02-10 19:21,PPop Live,Level 1,7000,6800,1573,50,rainy,8,Wednesday,0,1613,0
2025-02-10 19:22,PPop Live,Fan Zone Left,2500,2400,342,54,clear,10,Saturday,0,422,0
2025-02-10 19:23,PPop Live,VIP Tables,200,180,96,41,clear,7,Friday,0,200,3
2025-02-10 19:24,PPop Live,Level 2,8000,7200,4919,67,clear,8,Thursday,0,4988,1
2025-02-10 19:25,PPop Live,Fan Zone Right,2500,2400,1393,36,cloudy,8,Wednesday,0,1540,1
2025-02-10 19:26,PPop Live,VIP,1500,1500,1,44,clear,8,Wednesday,0,95,0
2025-02-10 19:27,PPop Live,East Block 1,3000,2900,264,89,cloudy,10,Saturday,0,411,0
2025-02-10 19:28,PPop Live,Fan Zone Left,2500,2400,1725,48,cloudy,9,Wednesday,0,1866,2
2025-02-10 19:29,PPop Live,Terrace B,2000,1800,1458,20,rainy,8,Wednesday,0,1557,2
2025-02-10 19:30,PPop Live,Terrace B,2000,1800,810,47,clear,9,Monday,0,917,1
2025-02-10 19:31,PPop Live,HSBC Starstruck Pit,800,800,785,56,cloudy,7,Sunday,0,800,3
2025-02-10 19:32,PPop Live,Fan Zone Right,2500,2400,737,68,clear,9,Tuesday,0,880,0
2025-02-10 19:33,PPop Live,VIP,1500,1500,112,47,rainy,9,Saturday,0,304,0
2025-02-10 19:34,PPop Live,Level 2,8000,7200,760,28,clear,8,Thursday,0,897,0
2025-02-10 19:35,PPop Live,Level 2,8000,7200,4219,44,rainy,7,Sunday,0,4246,1
2025-02-10 19:36,PPop Live,East Block,4000,3600,2182,54,rainy,7,Monday,0,2281,1
2025-02-10 19:37,PPop Live,Level 1,7000,6800,6381,46,cloudy,8,Thursday,0,6521,3
2025-02-10 19:38,PPop Live,VIP,1500,1500,1149,32,clear,9,Friday,0,1295,2
2025-02-10 19:39,PPop Live,Fan Zone Left,2500,2400,133,80,rainy,7,Saturday,0,215,0
2025-02-10 19:40,PPop Live,West Block,4000,3500,441,66,clear,10,Wednesday,0,524,0
2025-02-10 19:41,PPop Live,HSBC Starstruck Pit,800,800,494,42,cloudy,7,Wednesday,0,688,2
2025-02-10 19:42,PPop Live,HSBC Starstruck Pit,800,800,207,79,cloudy,7,Wednesday,0,237,0
2025-02-10 19:43,PPop Live,HSBC Starstruck Pit,800,800,631,53,rainy,9,Friday,0,769,3
2025-02-10 19:44,PPop Live,Level 2,8000,7200,2295,86,rainy,7,Tuesday,0,2334,0
2025-02-10 19:45,PPop Live,VIP Tables,200,180,164,71,clear,7,Sunday,0,200,3
2025-02-10 19:46,PPop Live,HSBC Starstruck Pit,800,800,243,61,cloudy,10,Sunday,0,407,1
2025-02-10 19:47,PPop Live,HSBC Starstruck Pit,800,800,696,61,cloudy,7,Monday,0,742,3
2025-02-10 19:48,PPop Live,East Block 1,3000,2900,2335,55,cloudy,8,Sunday,0,2379,2
2025-02-10 19:49,PPop Live,VIP,1500,1500,843,22,clear,9,Sunday,0,975,1
2025-02-10 19:50,PPop Live,Terrace A,2000,1800,279,53,clear,7,Sunday,0,424,0
2025-02-10 19:51,PPop Live,VIP Tables,200,180,68,57,rainy,10,Monday,0,200,3
2025-02-10 19:52,PPop Live,Terrace B,2000,1800,372,77,clear,8,Thursday,0,483,0
2025-02-10 19:53,PPop Live,Level 2,8000,7200,2988,48,rainy,10,Friday,0,3140,0
2025-02-10 19:54,PPop Live,Terrace A,2000,1800,1331,47,rainy,8,Saturday,0,1446,2
2025-02-10 19:55,PPop Live,East Block,4000,3600,2563,55,rainy,7,Friday,0,2708,1
2025-02-10 19:56,PPop Live,VIP,1500,1500,61,74,clear,9,Wednesday,0,84,0
2025-02-10 19:57,PPop Live,East Block 1,3000,2900,804,34,clear,8,Monday,0,850,0
2025-02-10 19:58,PPop Live,East Block,4000,3600,2877,50,cloudy,9,Monday,0,2910,2
2025-02-10 19:59,PPop Live,Fan Zone Left,2500,2400,980,71,cloudy,7,Friday,0,1164,1
2025-02-10 20:00,PPop Live,VIP,1500,1500,31,25,rainy,10,Monday,0,224,0
2025-02-10 20:01,PPop Live,Level 1,7000,6800,2246,60,rainy,8,Wednesday,0,2281,0
2025-02-10 20:02,PPop Live,West Block,4000,3500,559,60,rainy,7,Thursday,0,621,0
2025-02-10 20:03,PPop Live,West Block 1,3000,2900,926,28,cloudy,9,Thursday,0,1077,0
2025-02-10 20:04,PPop Live,VIP Tables,200,180,10,35,cloudy,8,Thursday,0,63,0
2025-02-10 20:05,PPop Live,West Block 1,3000,2900,1731,55,clear,8,Tuesday,0,1853,1
2025-02-10 20:06,PPop Live,East Block,4000,3600,1151,43,rainy,7,Friday,0,1213,0
2025-02-10 20:07,PPop Live,Fan Zone Right,2500,2400,2027,43,clear,7,Tuesday,0,2096,2
2025-02-10 20:08,PPop Live,Terrace B,2000,1800,362,27,cloudy,8,Saturday,0,451,0
2025-02-10 20:09,PPop Live,HSBC Starstruck Pit,800,800,138,73,rainy,10,Wednesday,0,167,0
2025-02-10 20:10,PPop Live,Level 2,8000,7200,3905,13,rainy,7,Monday,0,4086,1
2025-02-10 20:11,PPop Live,Level 1,7000,6800,4294,22,clear,8,Thursday,0,4320,1
2025-02-10 20:12,PPop Live,Terrace B,2000,1800,90,57,cloudy,8,Wednesday,0,197,0
2025-02-10 20:13,PPop Live,West Block,4000,3500,1754,54,clear,7,Sunday,0,1920,1
2025-02-10 20:14,PPop Live,Level 1,7000,6800,5450,38,rainy,8,Saturday,0,5563,2
2025-02-10 20:15,PPop Live,East Block,4000,3600,1802,63,clear,10,Tuesday,0,1883,1
2025-02-10 20:16,PPop Live,Level 2,8000,7200,5279,56,clear,9,Tuesday,0,5311,1
2025-02-10 20:17,PPop Live,Fan Zone Left,2500,2400,1097,65,clear,8,Monday,0,1247,1
2025-02-10 20:18,PPop Live,HSBC Starstruck Pit,800,800,175,28,rainy,7,Friday,0,267,0
2025-02-10 20:19,PPop Live,East Block,4000,3600,1113,55,cloudy,9,Wednesday,0,1255,0
2025-02-10 20:20,PPop Live,West Block 1,3000,2900,936,67,clear,8,Wednesday,0,1066,0
2025-02-10 20:21,PPop Live,VIP Tables,200,180,5,79,cloudy,10,Tuesday,0,56,0
2025-02-10 20:22,PPop Live,HSBC Starstruck Pit,800,800,15,5,clear,8,Saturday,0,106,0
2025-02-10 20:23,PPop Live,VIP Tables,200,180,177,29,rainy,9,Thursday,0,200,3
2025-02-10 20:24,PPop Live,East Block,4000,3600,162,68,cloudy,8,Wednesday,0,265,0
2025-02-10 20:25,PPop Live,Fan Zone Left,2500,2400,1018,46,rainy,8,Wednesday,0,1080,1
2025-02-10 20:26,PPop Live,Level 3,9000,7900,7864,76,cloudy,10,Sunday,0,7923,2
2025-02-10 20:27,PPop Live,Level 2,8000,7200,3135,63,clear,7,Thursday,0,3242,1
2025-02-10 20:28,PPop Live,Level 1,7000,6800,1834,51,rainy,7,Saturday,0,1990,0
2025-02-10 20:29,PPop Live,Terrace A,2000,1800,761,54,cloudy,9,Sunday,0,894,1
2025-02-10 20:30,PPop Live,HSBC Starstruck Pit,800,800,273,49,rainy,7,Monday,0,326,1
2025-02-10 20:31,PPop Live,Level 2,8000,7200,3338,31,clear,10,Saturday,0,3456,1
2025-02-10 20:32,PPop Live,Terrace B,2000,1800,29,61,clear,7,Tuesday,0,50,0
2025-02-10 20:33,PPop Live,East Block 1,3000,2900,2895,43,rainy,8,Thursday,0,3000,3
2025-02-10 20:34,PPop Live,HSBC Starstruck Pit,800,800,528,22,clear,8,Sunday,0,567,2
2025-02-10 20:35,PPop Live,Terrace B,2000,1800,1279,90,clear,10,Thursday,0,1300,1
2025-02-10 20:36,PPop Live,East Block,4000,3600,1488,25,cloudy,9,Wednesday,0,1633,1
2025-02-10 20:37,PPop Live,West Block,4000,3500,1180,21,rainy,7,Thursday,0,1271,0
2025-02-10 20:38,PPop Live,VIP,1500,1500,13,27,rainy,7,Tuesday,0,36,0
2025-02-10 20:39,PPop Live,West Block 1,3000,2900,1455,44,cloudy,10,Wednesday,0,1642,1
2025-02-10 20:40,PPop Live,Level 3,9000,7900,408,42,cloudy,10,Saturday,0,498,0
2025-02-10 20:41,PPop Live,Level 3,9000,7900,5636,49,clear,8,Wednesday,0,5725,1
2025-02-10 20:42,PPop Live,Terrace B,2000,1800,270,71,clear,8,Monday,0,361,0
2025-02-10 20:43,PPop Live,VIP Tables,200,180,51,77,rainy,9,Sunday,0,93,1
2025-02-10 20:44,PPop Live,East Block,4000,3600,675,65,clear,10,Monday,0,703,0
2025-02-10 20:45,PPop Live,Fan Zone Right,2500,2400,586,55,rainy,10,Tuesday,0,697,0
2025-02-10 20:46,PPop Live,Level 3,9000,7900,4894,72,rainy,7,Thursday,0,5063,1
2025-02-10 20:47,PPop Live,East Block 1,3000,2900,1466,65,cloudy,7,Friday,0,1591,1
2025-02-10 20:48,PPop Live,West Block,4000,3500,2840,58,cloudy,8,Thursday,0,2870,2
2025-02-10 20:49,PPop Live,West Block,4000,3500,326,20,rainy,10,Tuesday,0,483,0
2025-02-10 20:50,PPop Live,East Block 1,3000,2900,774,47,clear,10,Wednesday,0,869,0
2025-02-10 20:51,PPop Live,Level 1,7000,6800,774,55,rainy,9,Tuesday,0,828,0
2025-02-10 20:52,PPop Live,Fan Zone Right,2500,2400,1722,37,rainy,8,Tuesday,0,1779,2
2025-02-10 20:53,PPop Live,Terrace A,2000,1800,1061,29,clear,8,Wednesday,0,1083,1
2025-02-10 20:54,PPop Live,Terrace B,2000,1800,891,89,clear,8,Sunday,0,1007,1
2025-02-10 20:55,PPop Live,VIP Tables,200,180,119,33,cloudy,8,Friday,0,200,3
2025-02-10 20:56,PPop Live,Terrace B,2000,1800,458,17,cloudy,7,Saturday,0,539,0
2025-02-10 20:57,PPop Live,VIP Tables,200,180,86,55,cloudy,7,Sunday,0,200,3
2025-02-10 20:58,PPop Live,Level 3,9000,7900,385,46,cloudy,7,Wednesday,0,534,0
2025-02-10 20:59,PPop Live,VIP Tables,200,180,75,21,cloudy,10,Saturday,0,150,2
2025-02-10 21:00,PPop Live,Level 2,8000,7200,7103,72,clear,10,Tuesday,0,7239,3
2025-02-10 21:01,PPop Live,Level 2,8000,7200,5586,30,cloudy,10,Sunday,0,5643,2
2025-02-10 21:02,PPop Live,Level 2,8000,7200,923,44,cloudy,10,Monday,0,949,0
2025-02-10 21:03,PPop Live,West Block,4000,3500,1447,33,clear,8,Thursday,0,1514,0
2025-02-10 21:04,PPop Live,Terrace A,2000,1800,253,39,rainy,7,Friday,0,373,0
2025-02-10 21:05,PPop Live,Terrace B,2000,1800,203,20,rainy,8,Saturday,0,376,0
2025-02-10 21:06,PPop Live,Fan Zone Left,2500,2400,736,44,cloudy,8,Sunday,0,759,0
2025-02-10 21:07,PPop Live,East Block 1,3000,2900,1527,66,rainy,9,Saturday,0,1683,1
2025-02-10 21:08,PPop Live,Terrace B,2000,1800,1679,25,clear,10,Monday,0,1839,3
2025-02-10 21:09,PPop Live,East Block 1,3000,2900,1236,57,rainy,10,Tuesday,0,1268,1
2025-02-10 21:10,PPop Live,Terrace B,2000,1800,95,42,rainy,7,Wednesday,0,221,0
2025-02-10 21:11,PPop Live,VIP,1500,1500,531,64,cloudy,8,Sunday,0,562,0
2025-02-10 21:12,PPop Live,Terrace A,2000,1800,26,83,cloudy,7,Thursday,0,57,0
2025-02-10 21:13,PPop Live,Terrace A,2000,1800,1275,52,rainy,10,Monday,0,1295,1
2025-02-10 21:14,PPop Live,Terrace A,2000,1800,1419,92,rainy,7,Friday,0,1499,2
2025-02-10 21:15,PPop Live,East Block 1,3000,2900,1621,90,rainy,9,Wednesday,0,1775,1
2025-02-10 21:16,PPop Live,East Block,4000,3600,1719,54,cloudy,10,Thursday,0,1757,1
2025-02-10 21:17,PPop Live,Terrace B,2000,1800,552,6,rainy,9,Sunday,0,603,0
2025-02-10 21:18,PPop Live,VIP Tables,200,180,2,26,rainy,7,Saturday,0,43,0
2025-02-10 21:19,PPop Live,Level 3,9000,7900,3281,15,rainy,8,Monday,0,3353,0
2025-02-10 21:20,PPop Live,Level 3,9000,7900,1592,5,rainy,8,Friday,0,1740,0
2025-02-10 21:21,PPop Live,HSBC Starstruck Pit,800,800,91,59,rainy,8,Tuesday,0,239,0
2025-02-10 21:22,PPop Live,East Block 1,3000,2900,1439,58,clear,7,Monday,0,1626,1
2025-02-10 21:23,PPop Live,West Block 1,3000,2900,1912,43,cloudy,10,Thursday,0,2102,2
2025-02-10 21:24,PPop Live,VIP Tables,200,180,143,91,clear,10,Thursday,0,180,3
2025-02-10 21:25,PPop Live,Level 2,8000,7200,5223,31,rainy,9,Tuesday,0,5244,1
2025-02-10 21:26,PPop Live,Terrace B,2000,1800,355,49,rainy,8,Monday,0,518,0
2025-02-10 21:27,PPop Live,Level 2,8000,7200,4841,51,clear,8,Tuesday,0,4983,1
2025-02-10 21:28,PPop Live,VIP,1500,1500,776,44,clear,8,Thursday,0,847,1
2025-02-10 21:29,PPop Live,Level 3,9000,7900,3809,37,cloudy,10,Saturday,0,3838,1
2025-02-10 21:30,PPop Live,VIP Tables,200,180,156,60,rainy,10,Friday,0,200,3
2025-02-10 21:31,PPop Live,VIP,1500,1500,283,38,clear,10,Monday,0,371,0
